1.00000000000000  10997185679.4763
2.00000000000000  625270025.031320
3.00000000000000  104624186.000453
4.00000000000000  22070905.7842476
5.00000000000000  6178320.47046872
6.00000000000000  2136992.88492660
7.00000000000000  854717.920629103
8.00000000000000  382010.010302652
9.00000000000000  186380.220554063
10.0000000000000  98198.6768574016
11.0000000000000  54877.2808449965
12.0000000000000  32196.4017826623
13.0000000000000  19661.2012367489
14.0000000000000  12431.7991995141
15.0000000000000  8102.37751015692
16.0000000000000  5420.90823689273
18.0000000000000  2589.60695195008
20.0000000000000  1343.38030208160
25.0000000000000  328.233695345606
